product_title,product_image,price,pack_size,price_per_unit
Choceur Milk Almond Chocolate Block 200g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/chocolate/2021/Q3/ALN3510_Q3_CHOCOLATE_PD_388x314_36.jpg,$2.99,,$1.50 per 100g
Choceur Dark Chocolate Block 200g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/chocolate/2021/Q3/ALN3510_Q3_CHOCOLATE_PD_388x314_35.jpg,$2.99,,$1.50 per 100g
Choceur Milk Chocolate Block 200g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/chocolate/2021/Q3/ALN3510_Q3_CHOCOLATE_PD_388x314_34.jpg,$2.99,,$1.50 per 100g
Choceur White Chocolate Block 200g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/chocolate/2021/Q3/ALN3510_Q3_CHOCOLATE_PD_388x314_32.jpg,$2.99,,$1.50 per 100g
Choceur Rum Raisin & Nut Chocolate Block 200g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/chocolate/2021/Q3/ALN3510_Q3_CHOCOLATE_PD_388x314_33.jpg,$2.99,,$1.50 per 100g
Choceur Fruit & Nut Chocolate Block 200g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/chocolate/2021/Q3/ALN3510_Q3_CHOCOLATE_PD_388x314_31.jpg,$2.99,,$1.50 per 100g
Choceur Dark Hazelnut Chocolate Block 200g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/chocolate/2021/Q3/ALN3510_Q3_CHOCOLATE_PD_388x314_30.jpg,$2.99,,$1.50 per 100g
Choceur Milk Hazelnut Chocolate Block 200g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/chocolate/2021/Q3/ALN3510_Q3_CHOCOLATE_PD_388x314_29.jpg,$2.99,,$1.50 per 100g
Choceur Coffee & Cream Chocolate Block 200g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/chocolate/2021/Q3/ALN3510_Q3_CHOCOLATE_PD_388x314_28.jpg,$2.99,,$1.50 per 100g
Choceur Salted Pretzel Chocolate Block 200g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/chocolate/2021/Q3/ALN3510_Q3_CHOCOLATE_PD_388x314_27.jpg,$2.99,,$1.50 per 100g
Choceur Milk & White Chocolate Block 200g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/chocolate/2021/Q3/ALN3510_Q3_CHOCOLATE_PD_388x314_26.jpg,$2.99,,$1.50 per 100g
Choceur Caramel Filled Milk Chocolate Block 200g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/chocolate/2021/Q3/ALN3510_Q3_CHOCOLATE_PD_388x314_25.jpg,$2.99,,$1.50 per 100g
Choceur White Coconut Chocolate Block 200g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/chocolate/2021/Q3/ALN3510_Q3_CHOCOLATE_PD_388x314_24.jpg,$1.99,,$1.00 per 100g
Choceur Peanut & Crunchy Flakes Chocolate Block 200g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/chocolate/2021/Q3/ALN3510_Q3_CHOCOLATE_PD_388x314_23.jpg,$2.99,,$1.50 per 100g
Choceur Milk Coconut Chocolate Block 200g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/chocolate/2021/Q3/ALN3510_Q3_CHOCOLATE_PD_388x314_22.jpg,$1.99,,$1.00 per 100g
Choceur Dark Caramel Sea Salt Chocolate Block 200g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/chocolate/2021/Q3/ALN3510_Q3_CHOCOLATE_PD_388x314_20.jpg,$2.99,,$2.39 per 100g
Choceur Crunchy Salted Caramel Chocolate Block 200g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/chocolate/2021/Q3/ALN3510_Q3_CHOCOLATE_PD_388x314_19.jpg,$2.99,,$1.50 per 100g
Second Left Sauvignon Blanc 750ml,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Liquor/2022/Q3/Products/1001349_ALN-2_PD_Q3_WEB-AUDIT_388x314_46a.jpg,$7.99,,
Storm Brewing Co. Super Dry Beer 6 x 330ml,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Liquor/1_2019_Refresh/Beer_Cider/Products/ALN2364_AWARDS_BEER_PD_388x314_10.jpg,$9.99,6pk,
O’Donnells Salted Caramel Irish Country Cream Liqueur 700ml,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Liquor/2022/Q1/Products/1000855_ALN-11_PD_Q1_WEB-AUDIT_388x314_23.jpg,$14.99,,
Baroque Brandy 700ml,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Liquor/1_2019_Refresh/Spirits/Products/ALN2364_AWARDS_SPIRITS_PD_388x314_7.jpg,$30.99,,
Jim Beam Bourbon 700mL,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Liquor/2019/Spirits/ALN2218_Jim_Beam_Bourbon_700ml_PD_388x314.jpg,$42.99,,
Highland Black 8YO Blended Scotch Whisky 700ml,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Liquor/1_2019_Refresh/Spirits/Products/ALN2364_AWARDS_SPIRITS_PD_388x314_.jpg,$39.99,,
Darley’s London Style Gin 700ml,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Liquor/1_2019_Refresh/Spirits/Products/ALN2364_AWARDS_SPIRITS_PD_388x314_6.jpg,$30.99,,
Tamova Quadruple Distilled Vodka 700ml,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Liquor/1_2019_Refresh/Spirits/Products/Q4_2019/ALN2619_Q4_WEB_AUDIT_SPIRITS_PD_388x314_.jpg,$30.99,,
Highland Earl Scotch Whisky 700ml,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Liquor/1_2019_Refresh/Spirits/Products/ALN2364_AWARDS_SPIRITS_PD_388x314_5.jpg,$33.99,,
EXPRESSI Milk Frother,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/coffee/ALC7235_PD_388x314_9.jpg,$29.99,,
EXPRESSI Coffee Capsule Machine – One,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/coffee/Expressi_2021/ALN3248_Q1_WEB-AUDIT__COFFEE__PD_388x314.jpg,$79.99,,
Expressi Rich Hot Chocolate,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/coffee/Expressi_2019/Expressi_September_Update/ALN2364_EXPRESSI_COFFEE_PD_388x314_13.jpg,$6.99,16pk,44c per capsule
Expressi Tauro,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/coffee/Expressi_2019/Expressi_September_Update/ALN2364_EXPRESSI_COFFEE_PD_388x314_.jpg,$6.99,16pk,44c per capsule
Expressi Valletta,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/coffee/Expressi_2019/Expressi_September_Update/ALN2364_EXPRESSI_COFFEE_PD_388x314_3.jpg,$6.99,16pk,44c per capsule
Expressi Decaffi,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/coffee/Expressi_2019/Expressi_September_Update/ALN2364_EXPRESSI_COFFEE_PD_388x314_4.jpg,$6.99,16pk,44c per capsule
Expressi Organic,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/coffee/Expressi_2019/Expressi_September_Update/ALN2364_EXPRESSI_COFFEE_PD_388x314_12.jpg,$6.99,16pk,44c per capsule
Expressi Renzo,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/coffee/Expressi_2019/Expressi_September_Update/ALN2364_EXPRESSI_COFFEE_PD_388x314_5.jpg,$6.99,16pk,44c per capsule
Expressi Reggio,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/coffee/Expressi_2019/Expressi_September_Update/ALN2364_EXPRESSI_COFFEE_PD_388x314_6.jpg,$6.99,16pk,44c per capsule
Expressi Milano,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/coffee/Expressi_2019/Expressi_September_Update/ALN2364_EXPRESSI_COFFEE_PD_388x314_7.jpg,$6.99,16pk,44c per capsule
Expressi Torino,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/coffee/Expressi_2019/Expressi_September_Update/ALN2364_EXPRESSI_COFFEE_PD_388x314_8.jpg,$6.99,16pk,44c per capsule
Expressi Abruzzo,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/coffee/Expressi_2019/Expressi_September_Update/ALN2364_EXPRESSI_COFFEE_PD_388x314_10.jpg,$6.99,16pk,44c per capsule
Expressi Calabrese,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/coffee/Expressi_2019/Expressi_September_Update/ALN2364_EXPRESSI_COFFEE_PD_388x314_11.jpg,$6.99,16pk,44c per capsule
Expressi Intenzo,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/coffee/Expressi_2020/ALN2853_COFFEE_PD_388x314.jpg,$6.99,16pk,44c per capsule
Cobram Estate  Australia Extra Virgin Olive Oil 500ml,,$9.99,ea,$2 per 100ml
Remano Extra Virgin Olive Oil 3.78L,https://www.aldi.com.au/fileadmin/fm-dam/images/Reductions/2022/Products/RND-12_AUG/ALN3726-24_REDUCTIONS_FUTURE-PRICE-_RND12__PD_388x314_4.jpg,$25.99,3.78L,69c per 100ml
The Olive Tree Australian Extra Virgin Olive Oil 3L,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Pantry/Olive_Oil/Products/1001349_ALN-2_PD_Q3_WEB-AUDIT_388x314_11a.jpg,$25.99,3L,87c per 100ml
The Olive Tree Australian Extra Virgin Olive Oil 1L – Classic,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Pantry/Olive_Oil/Products/1001349_ALN-2_PD_Q3_WEB-AUDIT_388x314_10a.jpg,$9.99,1L,$1 per 100ml
The Olive Tree Australian Extra Virgin Olive Oil Spray 225g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Pantry/Olive_Oil/Products/1001349_ALN-2_PD_Q3_WEB-AUDIT_388x314_9a.jpg,$2.99,225g,$1.33 per 100g
Remano Olive Oil / Mild Olive Oil 1L,,$7.99,ea,80c per 100ml
Just Organic Extra Virgin Olive Oil 500ml,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Just_Organic_TM_/2019/Q2/ALN2218_Q2_Just_Organic_Extra_Virgin_Olive_Oil_500ml_PD_388x314.jpg,$5.99,500ml,$1.20 per 100ml
Just Organic Extra Virgin Olive Oil 500ml,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Just_Organic_TM_/2019/Q2/ALN2218_Q2_Just_Organic_Extra_Virgin_Olive_Oil_500ml_PD_388x314.jpg,$5.99,500ml,$1.20 per 100ml
Just Organic Dark Chocolate 100g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Just_Organic_TM_/2019/Q3/ALN2460_Q3_WEB_AUDIT_Chocolate__PD_388x314_2.jpg,$2.99,,$2.99 per 100g
Just Organic Dark Chocolate with Sea Salt 100g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Just_Organic_TM_/2019/Q3/ALN2460_Q3_WEB_AUDIT_Chocolate__PD_388x314_.jpg,$2.99,,$2.99 per 100g
Brooklea Organic Vanilla Bean Yogurt 1kg,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Just_Organic_TM_/2019/Q2/ALN2218_Q2_Just_Organic_Vanilla_Bean_Yoghurt_1kg_PD_388x314.jpg,$4.99,,50c per 100g
Brooklea Organic Natural Yogurt 1kg,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Just_Organic_TM_/2019/Q2/ALN2218_Q2_Just_Organic_Natural_Yoghurt_1kg_PD_388x314.jpg,$4.99,1kg,50c per 100g
Just Organic UHT Milk 1L,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Just_Organic_TM_/2022/Q1/Products/1000855_ALN-11_PD_Q1_WEB-AUDIT_388x314_13.jpg,$1.79,,$1.79 per litre
Westcliff Cordial 1L,,$2.19,ea,$2.19 per litre
The Good Culture Society Kombucha 4 x 250ml,,$4.99,4pk,$4.99 per litre
Blackstone Five Grain Chips 175g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Super_Savers/2022/Monthly/Q3_PRICE_OCTOBER/1001491_SSV_OCT-B1_PD_388x314_14a.jpg,$2.29,175g,$1.31 per 100g
Nestlé Milo Bars 6pk/160g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Super_Savers/2022/Monthly/Q3_PRICE_OCTOBER/1001491_SSV_OCT-B1_PD_388x314_13a.jpg,$2.99,6pk,$1.87 per 100g
The Cake Stall Banana Bread Slices 5pk/500g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Super_Savers/2022/Monthly/Q3_PRICE_OCTOBER/1001491_SSV_OCT-B1_PD_388x314_12a.jpg,$3.99,5pk,80c per 100g
Chazoos Monster Noodle Snacks 12pk/300g,,$2.39,12pk,80c per 100g
Cocolicious Coconut Water 1L,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Super_Savers/2022/Monthly/Q3_PRICE_OCTOBER/1001491_SSV_OCT-B1_PD_388x314_10a.jpg,$2.49,1L,$2.49 per litre
Choceur Milk Coconut or White Coconut Chocolate Block 200g,,$1.99,ea,$1.00 per 100g
Moser Roth Dark 85% Cocoa Chocolate Bars 5 x 25g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Super_Savers/2022/Monthly/Q3_PRICE_OCTOBER/1001491_SSV_OCT-B1_PD_388x314_8a.jpg,$1.99,5pk,$1.59 per 100g
Westacre Manhattan Spreadable Cream Cheese 250g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Super_Savers/2022/Monthly/Q3_PRICE_OCTOBER/1001491_SSV_OCT-B1_PD_388x314_7a.jpg,$2.29,250g,$9.16 per kg
World Kitchen Special Fried Rice 600g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Super_Savers/2022/Monthly/Q3_PRICE_OCTOBER/1001491_SSV_OCT-B1_PD_388x314_5a.jpg,$5.99,600g,$1.00 per 100g
Yoguri Hi Protein Yogurt 900g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Super_Savers/2022/Monthly/Q3_PRICE_OCTOBER/1001491_SSV_OCT-B1_PD_388x314_3a.jpg,$3.99,900g,44c per 100g
Deli Originals Fresh Topped Hommus 200g,,$2.49,ea,$1.25 per 100g
Deli Originals Fresh Feta Dips 150g,,$2.29,ea,$1.53 per 100g
The Fishmonger Fresh Tasmanian Salmon Fillets 4pk/460g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Super_Savers/2022/Fortnightly/Q3_PRICE_OCTOBER/1001491_SSV_OCT-B2_PD_388x314_2.jpg,$12.99,4pk/460g,$28.24 per kg
Ironbark Pork Ribs per kg,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Super_Savers/2022/Fortnightly/Q3_PRICE_OCTOBER/1001491_SSV_OCT-B2_PD_388x314_1.jpg,$15.99,per kg,$15.99 per kg
"Ready, Set…Cook! Lamb Souvlaki Strips 1kg",https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Super_Savers/2022/Weekly/WK43/4322_SSV_MEAT_PD_4.jpg,$22.99,1kg,$22.99 per kg
Premium Tasmanian Pate 300g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Super_Savers/2022/Weekly/WK43/4322_SSV_MEAT_PD_3.jpg,$4.99,300g,$16.63 per kg
Ingham's Chicken Burgers Jumbo 24pk/1.65kg,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Super_Savers/2022/Weekly/WK43/4322_SSV_MEAT_PD_2.jpg,$12.99,24pk,$7.87 per kg
The Fishmonger Salmon Gravlax 250g,https://www.aldi.com.au/fileadmin/fm-dam/Products/Groceries/Super_Savers/2022/Weekly/WK43/4322_SSV_MEAT_PD_.jpg,$8.99,250g,$35.96 per kg
World Kitchen Soup 550g,,$4.29,ea,78c per 100g
The Fishmonger Melt in the Middle Prawn Fish Cakes 2pk/290g,https://www.aldi.com.au/fileadmin/fm-dam/images/Limited_Time_Only/2022/PD_1x1/W20-21/1000274_ALN_LTO_PD__W20-21__388x314_13.jpg,$4.99,2pk,$17.21 per kg
The Soup Co. Authentic Cup Soup 100g,,$1.29,ea,$1.29 per 100g
The Soup Co. Pouch Soup 430g,,$2.69,ea,63c per 100g
The Soup Co. Pouch Soup 400g,,$2.49,ea,62c per 100g
Ocean Royale Mussels in Tomato and Garlic Sauce 450g,https://www.aldi.com.au/fileadmin/fm-dam/images/Limited_Time_Only/2022/PD_1x1/W24/1000274_ALN_LTO_PD__W24__388x314_10.jpg,$3.99,450g,$8.87 per kg
Expressi Caramel Mocha Coffee Capsules 16pk,https://www.aldi.com.au/fileadmin/fm-dam/images/Limited_Time_Only/2022/PD_1x1/W24/1000274_ALN_LTO_PD__W24__388x314_7.jpg,$6.99,16pk,44c per capsule
"Ready, Set…Cook! Prosciutto Wrapped Chicken Breast 2pk/500g",,$9.99,2pk,$19.98 per kg
SPC Tomato & Cheese Spaghetti 420g,https://www.aldi.com.au/fileadmin/fm-dam/images/Limited_Time_Only/2022/PD_1x1/W29/1000274_ALN_LTO_PD__W29__388x314_3.jpg,$1.29,420g,31c per 100g
Lighthouse Bread & Pizza Flour 1kg,https://www.aldi.com.au/fileadmin/fm-dam/images/Limited_Time_Only/2022/PD_1x1/W29/1000274_ALN_LTO_PD__W29__388x314_2.jpg,$2.99,1kg,$2.99 per kg
Lion Baking Mixes 500g/535g,,$3.49,ea,70c/65c per 100g
